event_timestamp_utc,amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,transactions_last_10min,transactions_last_1hr,failed_attempts_last_10min,failed_attempts_last_1hr,amount_vs_merchant_avg,amount_vs_merchant_max,new_device,new_ip,velocity_score,merchant_account_age_days,merchant_transactions_prior,is_night_utc,outcome
2026-02-16T15:41:49+00:00,4700,8.455531,upi,0,unknown,unknown,unknown,unknown,15,0,0,0,0,0,0.680517,0.052105,0,0,0.0,476,374,0,0
2026-02-16T15:43:04+00:00,4622,8.438799,upi,0,unknown,unknown,unknown,unknown,15,0,0,0,0,0,0.841481,0.114824,0,0,0.0,113,86,0,0
2026-02-16T15:47:56+00:00,869,6.768493,emi,0,unknown,unknown,unknown,unknown,15,0,0,0,0,0,0.168091,0.025396,0,0,0.0,674,21,0,0
2026-02-16T15:51:23+00:00,11941,9.387817,upi,0,unknown,unknown,unknown,unknown,15,0,0,0,0,0,1.794829,0.248321,1,0,7.0,263,65,0,0
2026-02-16T15:59:38+00:00,4361,8.380686,netbanking,0,unknown,unknown,unknown,unknown,15,0,0,0,0,0,0.590705,0.017742,0,0,0.0,1076,781,0,0
2026-02-16T16:17:12+00:00,3351,8.117312,card,0,visa,credit,rbl,consumer,16,0,0,0,0,0,0.493315,0.095773,0,0,0.0,646,71,0,0
2026-02-16T16:18:01+00:00,5570,8.62533,upi,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,0.663795,0.081861,0,0,0.0,132,61,0,0
2026-02-16T16:21:54+00:00,534,6.282267,upi,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,0.101302,0.021211,0,1,8.0,816,12,0,0
2026-02-16T16:21:56+00:00,24512,10.106959,card,0,mastercard,prepaid,icici,consumer,16,0,0,0,0,0,2.426717,0.207787,0,1,8.0,182,16,0,0
2026-02-16T16:28:39+00:00,2655,7.884577,card,0,rupay,debit,icici,consumer,16,0,0,0,0,0,0.518528,0.050294,0,0,0.0,876,59,0,0
2026-02-16T16:29:06+00:00,719,6.579251,upi,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,0.080999,0.004533,0,0,0.0,441,193,0,0
2026-02-16T16:31:20+00:00,50934,10.838306,card,0,mastercard,credit,rbl,consumer,16,0,0,0,0,0,6.889576,1.250528,0,0,0.0,102,89,0,0
2026-02-16T16:32:44+00:00,1777,7.483244,card,0,mastercard,credit,axis,consumer,16,0,0,0,0,0,0.447745,0.072248,1,0,7.0,580,11,0,1
2026-02-16T16:34:11+00:00,1186,7.079184,card,0,mastercard,debit,sbi,consumer,16,0,0,0,0,0,0.145216,0.00275,0,0,0.0,639,485,0,0
2026-02-16T16:34:29+00:00,23371,10.059294,wallet,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,3.080466,0.511871,0,0,0.0,918,36,0,0
2026-02-16T16:34:52+00:00,940,6.846943,upi,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,0.131351,0.016764,0,0,0.0,312,38,0,0
2026-02-16T16:38:05+00:00,7229,8.885994,upi,0,unknown,unknown,unknown,unknown,16,0,0,1,0,0,1.04754,0.080141,0,0,2.2,476,375,0,0
2026-02-16T16:51:53+00:00,28833,10.269311,upi,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,5.165058,0.771782,0,1,8.0,335,49,0,0
2026-02-16T16:52:31+00:00,2673,7.891331,netbanking,0,unknown,unknown,unknown,unknown,16,0,0,0,0,0,0.383042,0.028256,0,0,0.0,94,116,0,0
2026-02-16T16:53:47+00:00,1992,7.597396,card,0,rupay,credit,yes_bank,business,16,0,0,0,0,0,0.430422,0.075782,0,1,8.0,1092,33,0,0
2026-02-16T17:04:34+00:00,2461,7.808729,netbanking,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,0.320641,0.00614,0,0,0.0,1106,1265,0,0
2026-02-16T17:10:41+00:00,5615,8.633375,card,0,rupay,credit,indusind,consumer,17,0,0,0,0,0,0.861997,0.06206,0,0,0.0,346,147,0,0
2026-02-16T17:15:40+00:00,828,6.72022,card,0,amex,debit,sbi,consumer,17,0,0,0,0,0,0.124676,0.021175,0,0,0.0,1136,76,0,0
2026-02-16T17:21:00+00:00,12867,9.462499,upi,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,1.923661,0.322489,0,0,0.0,950,27,0,0
2026-02-16T17:22:04+00:00,1820,7.507141,upi,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,0.250507,0.025174,0,0,0.0,179,81,0,0
2026-02-16T17:33:42+00:00,3725,8.223091,upi,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,0.521117,0.061707,0,0,0.0,1113,68,0,0
2026-02-16T17:34:07+00:00,2969,7.996317,pay_later,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,0.460996,0.122605,0,0,0.0,116,68,0,0
2026-02-16T17:38:36+00:00,1253,7.134094,card,0,mastercard,prepaid,rbl,consumer,17,0,0,0,0,0,0.153679,0.002905,0,0,0.0,639,486,0,0
2026-02-16T17:39:52+00:00,926,6.831954,upi,0,unknown,unknown,unknown,unknown,17,0,0,1,0,0,0.133296,0.009789,0,0,2.2,94,117,0,0
2026-02-16T17:40:03+00:00,15748,9.664532,card,0,amex,debit,kotak_mahindra,business,17,0,0,1,0,0,2.052873,0.039293,0,0,2.2,1106,1266,0,0
2026-02-16T17:45:17+00:00,6132,8.721439,card,0,visa,credit,hdfc,consumer,17,0,0,0,0,0,1.185721,0.343761,0,0,0.0,740,19,0,0
2026-02-16T17:46:03+00:00,8757,9.077723,netbanking,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,1.186757,0.035627,0,0,0.0,1076,782,0,0
2026-02-16T17:46:20+00:00,1301,7.171657,card,0,mastercard,debit,axis,consumer,17,0,0,0,0,0,0.133853,0.010575,0,0,0.0,596,63,0,0
2026-02-16T17:47:53+00:00,28293,10.250405,card,0,rupay,debit,sbi,consumer,17,0,1,2,0,0,3.685196,0.070594,0,0,11.4,1106,1267,0,0
2026-02-16T17:48:06+00:00,3124,8.04719,upi,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,0.668846,0.061974,0,0,0.0,640,51,0,0
2026-02-16T17:51:07+00:00,1111,7.013915,card,0,mastercard,credit,yes_bank,consumer,17,0,0,0,0,0,0.206882,0.015823,0,1,8.0,104,17,0,0
2026-02-16T17:52:28+00:00,13646,9.521275,card,1,visa,credit,axis,consumer,17,0,0,0,0,0,1.99009,0.142817,0,0,0.0,976,274,0,0
2026-02-16T17:53:36+00:00,675,6.516193,wallet,0,unknown,unknown,unknown,unknown,17,0,0,1,0,0,0.082927,0.001565,0,0,2.2,639,487,0,0
2026-02-16T17:58:25+00:00,7766,8.957639,netbanking,0,unknown,unknown,unknown,unknown,17,0,0,0,0,0,1.007042,0.170423,0,1,8.0,873,100,0,0
2026-02-16T18:07:19+00:00,2213,7.702556,netbanking,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.351158,0.028763,0,0,0.0,492,48,0,0
2026-02-16T18:08:10+00:00,1210,7.099202,upi,0,unknown,unknown,unknown,unknown,18,0,0,2,0,0,0.148922,0.002806,0,0,4.4,639,488,0,0
2026-02-16T18:09:49+00:00,3009,8.009695,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.536457,0.073995,1,0,7.0,1135,17,0,0
2026-02-16T18:17:23+00:00,19432,9.874728,netbanking,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,3.456209,0.369535,0,0,0.0,846,87,0,0
2026-02-16T18:18:20+00:00,2006,7.604396,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.393135,0.088796,0,0,0.0,1082,27,0,0
2026-02-16T18:19:32+00:00,12865,9.462343,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,2.263892,0.224905,1,0,7.0,827,22,0,0
2026-02-16T18:23:32+00:00,3980,8.289288,card,0,visa,credit,hdfc,consumer,18,0,0,0,0,0,0.569268,0.051155,0,0,0.0,516,57,0,0
2026-02-16T18:23:45+00:00,1496,7.311218,netbanking,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.139958,0.032278,0,0,0.0,470,32,0,0
2026-02-16T18:27:39+00:00,23309,10.056638,card,0,visa,debit,yes_bank,consumer,18,0,0,0,0,0,3.789784,0.319875,0,0,0.0,387,117,0,0
2026-02-16T18:35:22+00:00,635,6.455199,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.101141,0.017952,0,0,0.0,972,180,0,0
2026-02-16T18:41:12+00:00,4983,8.513988,wallet,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,1.166553,0.135305,0,0,0.0,1118,23,0,0
2026-02-16T18:47:35+00:00,14103,9.554214,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,2.01747,0.120845,0,0,0.0,704,416,0,0
2026-02-16T18:47:38+00:00,7707,8.950014,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.73811,0.146993,0,0,0.0,1005,30,0,0
2026-02-16T18:49:17+00:00,7332,8.90014,netbanking,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.939338,0.191967,0,0,0.0,614,30,0,0
2026-02-16T18:51:23+00:00,1013,6.921658,card,0,mastercard,credit,rbl,consumer,18,0,0,2,0,0,0.124885,0.002349,0,0,4.4,639,489,0,0
2026-02-16T18:54:37+00:00,1592,7.373374,upi,0,unknown,unknown,unknown,unknown,18,0,1,1,0,0,0.227211,0.013641,0,0,9.2,704,417,0,0
2026-02-16T18:55:14+00:00,4608,8.435766,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,0.713124,0.124837,0,1,8.0,641,206,0,0
2026-02-16T18:56:16+00:00,9646,9.174402,upi,0,unknown,unknown,unknown,unknown,18,0,0,0,0,0,1.240724,0.071278,0,0,0.0,1119,47,0,0
2026-02-16T18:57:38+00:00,1019,6.927558,card,0,rupay,prepaid,rbl,consumer,18,0,0,0,0,0,0.200323,0.039764,0,0,0.0,131,50,0,0
2026-02-16T19:09:24+00:00,196563,12.188743,card,0,visa,debit,kotak_mahindra,consumer,19,0,0,0,0,0,36.00701,10.7148,0,0,0.0,876,29,0,0
2026-02-16T19:09:57+00:00,102555,11.538164,card,0,visa,debit,kotak_mahindra,consumer,19,0,0,1,0,0,16.40799,2.899327,0,0,2.2,972,181,0,1
2026-02-16T19:10:38+00:00,36257,10.498415,card,0,mastercard,credit,hdfc,consumer,19,0,0,0,0,0,5.889936,1.100364,0,0,0.0,788,94,0,0
2026-02-16T19:17:14+00:00,1382,7.23201,upi,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.20088,0.033708,0,0,0.0,384,15,0,0
2026-02-16T19:22:33+00:00,1778,7.483807,pay_later,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.25189,0.012457,0,0,0.0,1050,618,0,0
2026-02-16T19:23:46+00:00,908,6.812345,netbanking,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.200015,0.047297,0,0,0.0,970,39,0,0
2026-02-16T19:27:20+00:00,2280,7.732369,card,0,rupay,credit,icici,consumer,19,0,0,0,0,0,0.301311,0.05531,0,0,0.0,511,46,0,0
2026-02-16T19:27:41+00:00,7271,8.891787,upi,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,1.0535,0.080607,0,0,0.0,476,376,0,0
2026-02-16T19:30:37+00:00,21524,9.97697,card,0,rupay,credit,indusind,consumer,19,0,0,1,0,0,2.658093,0.049909,0,0,2.2,639,490,0,0
2026-02-16T19:36:56+00:00,3245,8.085179,upi,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.42988,0.022226,0,0,0.0,1048,276,0,0
2026-02-16T19:41:34+00:00,1432,7.267525,netbanking,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.262493,0.047933,0,0,0.0,570,44,0,0
2026-02-16T19:47:26+00:00,1591,7.372746,upi,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.270171,0.02507,0,0,0.0,1116,159,0,0
2026-02-16T19:53:38+00:00,6294,8.747511,wallet,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.834295,0.041031,0,0,0.0,1012,201,0,0
2026-02-16T19:55:04+00:00,6542,8.786151,wallet,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,1.185276,0.150436,0,0,0.0,83,57,0,0
2026-02-16T19:58:39+00:00,2213,7.702556,netbanking,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.396963,0.053909,0,0,0.0,505,33,0,0
2026-02-16T19:59:01+00:00,1877,7.537963,wallet,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.243973,0.004683,0,0,0.0,1106,1268,0,0
2026-02-16T19:59:28+00:00,2564,7.849714,upi,0,unknown,unknown,unknown,unknown,19,0,0,0,0,0,0.556768,0.055548,0,0,0.0,250,26,0,0
2026-02-16T20:02:44+00:00,6762,8.819222,upi,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,0.834536,0.044546,0,0,0.0,725,71,0,0
2026-02-16T20:08:26+00:00,13639,9.520762,card,0,visa,credit,axis,consumer,20,0,0,1,0,0,2.325495,0.214916,0,0,2.2,1116,160,0,0
2026-02-16T20:12:26+00:00,1066,6.972606,upi,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,0.155498,0.026082,0,0,0.0,603,25,0,0
2026-02-16T20:12:38+00:00,9963,9.206734,netbanking,0,unknown,unknown,unknown,unknown,20,0,0,1,0,0,1.295752,0.024859,0,0,2.2,1106,1269,0,0
2026-02-16T20:14:51+00:00,22719,10.031001,upi,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,3.078184,0.092431,1,0,7.0,1076,783,0,0
2026-02-16T20:18:31+00:00,409,6.016157,upi,0,unknown,unknown,unknown,unknown,20,0,0,1,0,0,0.059252,0.004534,0,0,2.2,476,377,0,0
2026-02-16T20:20:28+00:00,330,5.802118,card,0,visa,debit,yes_bank,consumer,20,0,0,0,0,0,0.065056,0.009217,0,0,0.0,1131,33,0,0
2026-02-16T20:22:06+00:00,5300,8.575651,netbanking,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,0.550969,0.04308,0,1,8.0,596,64,0,0
2026-02-16T20:22:12+00:00,4328,8.373092,card,0,rupay,debit,axis,consumer,20,0,0,0,0,0,0.629071,0.045296,0,0,0.0,976,275,0,0
2026-02-16T20:27:13+00:00,675,6.516193,card,0,rupay,debit,kotak_mahindra,consumer,20,0,0,2,0,0,0.087768,0.001684,0,0,4.4,1106,1270,0,0
2026-02-16T20:30:16+00:00,2952,7.990577,card,0,rupay,debit,rbl,consumer,20,0,0,0,0,0,0.436031,0.058669,0,0,0.0,447,38,0,0
2026-02-16T20:34:51+00:00,478,6.171701,netbanking,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,0.067798,0.003349,0,0,0.0,1050,619,0,0
2026-02-16T20:37:08+00:00,6347,8.755895,netbanking,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,0.948891,0.140741,0,0,0.0,179,86,0,0
2026-02-16T20:42:09+00:00,5119,8.54091,upi,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,0.991701,0.129641,0,1,8.0,362,36,0,0
2026-02-16T20:50:51+00:00,3856,8.257645,card,0,mastercard,debit,axis,consumer,20,0,0,0,0,0,0.589493,0.041652,0,1,8.0,922,23,0,0
2026-02-16T20:55:48+00:00,7628,8.939712,pay_later,0,unknown,unknown,unknown,unknown,20,0,0,0,0,0,1.12238,0.111769,0,0,0.0,1085,119,0,0
2026-02-16T20:58:42+00:00,1136,7.036148,card,0,mastercard,debit,sbi,consumer,20,0,0,1,0,0,0.161361,0.007959,0,0,2.2,1050,620,0,0
2026-02-16T21:04:41+00:00,5703,8.648923,pay_later,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.815372,0.048868,0,0,0.0,704,418,0,0
2026-02-16T21:07:38+00:00,4019,8.299037,wallet,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.38292,0.031907,0,0,0.0,415,51,0,0
2026-02-16T21:08:40+00:00,1774,7.481556,card,1,mastercard,debit,sbi,consumer,21,0,0,0,0,0,0.141343,0.028569,0,0,0.0,251,20,0,0
2026-02-16T21:10:06+00:00,3877,8.263075,wallet,0,unknown,unknown,unknown,unknown,21,0,0,1,0,0,0.562996,0.042981,0,0,2.2,476,378,0,0
2026-02-16T21:14:16+00:00,11792,9.375261,card,1,mastercard,credit,hdfc,consumer,21,0,0,0,0,0,1.895104,0.123606,0,0,0.0,934,123,0,0
2026-02-16T21:15:17+00:00,5691,8.646817,emi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,1.169715,0.180868,1,0,7.0,876,15,0,0
2026-02-16T21:16:24+00:00,7793,8.961109,upi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,1.158455,0.075988,0,0,0.0,972,182,0,0
2026-02-16T21:21:14+00:00,5579,8.626944,card,0,amex,credit,yes_bank,consumer,21,0,0,0,0,0,1.316402,0.173175,0,0,0.0,891,24,0,0
2026-02-16T21:22:24+00:00,3167,8.060856,upi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.469352,0.060953,0,1,8.0,1044,150,0,0
2026-02-16T21:24:45+00:00,1318,7.184629,upi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.197188,0.022221,0,0,0.0,741,66,0,0
2026-02-16T21:27:59+00:00,2467,7.811163,netbanking,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.333391,0.010037,0,0,0.0,1076,784,0,0
2026-02-16T21:30:39+00:00,3247,8.085795,netbanking,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.424879,0.091465,0,0,0.0,368,40,0,0
2026-02-16T21:32:34+00:00,23893,10.081383,netbanking,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,3.16948,0.155759,1,0,7.0,1012,202,0,1
2026-02-16T21:36:18+00:00,5233,8.562931,emi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,1.0498,0.146161,0,0,0.0,1131,34,0,0
2026-02-16T21:42:04+00:00,2662,7.887209,upi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.440786,0.042868,0,0,0.0,1025,198,0,0
2026-02-16T21:48:33+00:00,5064,8.530109,netbanking,1,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.691814,0.069029,1,0,7.0,573,166,0,0
2026-02-16T21:53:50+00:00,2063,7.632401,upi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,0.321888,0.032814,0,0,0.0,809,100,0,0
2026-02-16T21:54:27+00:00,6096,8.715552,upi,0,unknown,unknown,unknown,unknown,21,0,0,0,0,0,1.129267,0.129268,0,0,0.0,97,59,0,0
2026-02-16T21:56:17+00:00,22534,10.022825,card,1,mastercard,debit,sbi,consumer,21,0,0,0,0,0,2.932092,0.056225,0,0,0.0,1106,1271,0,0
2026-02-16T22:05:00+00:00,2196,7.694848,wallet,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.538302,0.072449,0,0,0.0,312,35,0,0
2026-02-16T22:08:58+00:00,3982,8.289791,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.492326,0.026232,1,0,7.0,725,72,0,0
2026-02-16T22:11:20+00:00,8548,9.05357,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.967133,0.053896,0,1,8.0,441,194,0,0
2026-02-16T22:17:23+00:00,8690,9.070043,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,1.009446,0.103593,0,0,0.0,114,59,0,0
2026-02-16T22:18:43+00:00,7273,8.892062,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,1.704181,0.227168,0,0,0.0,719,26,0,0
2026-02-16T22:22:27+00:00,995,6.903747,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.304783,0.033877,0,0,0.0,261,9,0,0
2026-02-16T22:25:04+00:00,3715,8.220403,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.464266,0.136893,0,0,0.0,992,21,0,0
2026-02-16T22:25:35+00:00,1694,7.435438,card,1,visa,credit,sbi,business,22,0,0,0,0,0,0.208523,0.003928,0,0,0.0,639,491,0,0
2026-02-16T22:26:28+00:00,5829,8.670772,upi,0,unknown,unknown,unknown,unknown,22,0,0,1,0,0,0.797638,0.079456,0,0,2.2,573,167,0,0
2026-02-16T22:28:32+00:00,17167,9.750802,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,2.441648,0.120274,0,0,0.0,1050,621,0,0
2026-02-16T22:30:04+00:00,3665,8.206856,card,0,visa,prepaid,hdfc,consumer,22,0,0,0,0,0,0.859992,0.23341,0,1,8.0,1027,19,0,0
2026-02-16T22:32:57+00:00,14393,9.574567,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,2.298824,0.15087,0,0,0.0,934,124,0,0
2026-02-16T22:37:32+00:00,3160,8.058644,upi,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.61625,0.125516,0,0,0.0,816,13,0,0
2026-02-16T22:40:48+00:00,2502,7.825245,wallet,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.621939,0.135801,0,0,0.0,398,30,0,0
2026-02-16T22:43:43+00:00,454,6.120297,netbanking,0,unknown,unknown,unknown,unknown,22,0,0,0,0,0,0.059644,0.00296,0,0,0.0,1012,203,0,0
2026-02-16T22:44:55+00:00,811,6.6995,card,0,mastercard,credit,icici,consumer,22,0,0,0,0,0,0.104513,0.012688,0,1,8.0,420,16,0,0
2026-02-16T22:50:59+00:00,2331,7.754482,card,0,visa,credit,hdfc,consumer,22,0,0,0,0,0,0.512643,0.07318,0,0,0.0,898,70,0,0
2026-02-16T22:57:24+00:00,6483,8.777093,card,0,mastercard,debit,kotak_mahindra,consumer,22,0,0,0,0,0,1.817771,0.486968,0,0,0.0,107,26,0,0
2026-02-16T22:57:47+00:00,2743,7.917172,card,0,visa,credit,icici,consumer,22,0,0,1,0,0,0.310395,0.017295,0,0,2.2,441,195,0,0
2026-02-16T22:57:49+00:00,3793,8.241176,card,0,amex,credit,kotak_mahindra,consumer,22,0,0,0,0,0,0.542523,0.032501,0,0,0.0,704,419,0,0
2026-02-16T23:00:07+00:00,9202,9.127285,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,1.313604,0.219618,0,0,0.0,533,70,0,0
2026-02-16T23:03:56+00:00,223,5.411646,pay_later,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.033579,0.002609,0,0,0.0,347,246,0,0
2026-02-16T23:05:30+00:00,7369,8.905173,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.719259,0.034097,0,0,0.0,756,89,0,0
2026-02-16T23:16:48+00:00,7440,8.914761,card,0,rupay,credit,sbi,consumer,23,0,0,0,0,0,1.235102,0.119813,0,0,0.0,1025,199,0,0
2026-02-16T23:20:28+00:00,6652,8.802823,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.882916,0.045563,0,0,0.0,1048,277,0,0
2026-02-16T23:21:43+00:00,4178,8.337827,upi,0,unknown,unknown,unknown,unknown,23,0,0,1,0,0,0.661378,0.043795,0,0,2.2,934,125,0,0
2026-02-16T23:22:11+00:00,5248,8.565793,netbanking,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.954317,0.081316,0,0,0.0,590,30,0,1
2026-02-16T23:25:09+00:00,221,5.402677,emi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.038659,0.001908,0,0,0.0,325,51,0,0
2026-02-16T23:25:14+00:00,326,5.78996,card,0,amex,debit,sbi,consumer,23,0,0,0,0,0,0.064896,0.010445,0,0,0.0,239,29,0,0
2026-02-16T23:25:51+00:00,1695,7.436028,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.272742,0.03682,1,0,7.0,1033,88,0,0
2026-02-16T23:31:28+00:00,4454,8.401782,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.648197,0.046615,0,0,0.0,976,276,0,0
2026-02-16T23:32:53+00:00,1572,7.36074,card,0,mastercard,debit,rbl,consumer,23,0,0,0,0,0,0.210849,0.025058,0,0,0.0,989,53,0,0
2026-02-16T23:36:59+00:00,1620,7.390799,emi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.295375,0.040245,0,0,0.0,113,87,0,0
2026-02-16T23:42:48+00:00,3921,8.274357,upi,1,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.509433,0.009783,0,1,8.0,1106,1272,0,0
2026-02-16T23:43:34+00:00,5806,8.666819,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.8368,0.089242,0,0,0.0,1077,31,0,0
2026-02-16T23:53:17+00:00,1366,7.220374,card,0,mastercard,debit,axis,consumer,23,0,0,0,0,0,0.283248,0.087162,0,0,0.0,1114,15,0,0
2026-02-16T23:53:19+00:00,4068,8.311153,card,0,mastercard,debit,yes_bank,consumer,23,0,0,0,0,0,0.59138,0.045098,1,0,7.0,476,379,0,0
2026-02-16T23:54:13+00:00,10583,9.267099,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,1.478894,0.202449,0,0,0.0,695,68,0,0
2026-02-16T23:54:30+00:00,1292,7.16472,emi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.165598,0.009547,0,0,0.0,1119,48,0,0
2026-02-16T23:55:28+00:00,11414,9.342684,card,0,visa,prepaid,sbi,consumer,23,0,0,0,0,0,1.841901,0.20691,1,0,7.0,98,36,0,1
2026-02-16T23:56:44+00:00,922,6.827629,wallet,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,0.179168,0.041825,0,1,8.0,398,28,0,0
2026-02-16T23:58:06+00:00,3648,8.202208,netbanking,0,unknown,unknown,unknown,unknown,23,0,0,1,0,0,0.669508,0.090627,0,0,2.2,113,88,0,0
2026-02-16T23:58:15+00:00,10058,9.216223,upi,0,unknown,unknown,unknown,unknown,23,0,0,0,0,0,1.493988,0.098074,0,0,0.0,972,183,0,0
2026-02-16T23:59:13+00:00,6206,8.733433,upi,0,unknown,unknown,unknown,unknown,23,0,1,1,1,1,0.986899,0.112501,0,0,27.2,98,37,0,0
2026-02-17T00:07:04+00:00,2257,7.722235,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,0.3016,0.026301,0,0,0.0,691,142,1,0
2026-02-17T00:09:50+00:00,3225,8.078998,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,0.307425,0.027338,0,0,0.0,183,17,1,0
2026-02-17T00:09:58+00:00,10659,9.274254,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,1.408034,0.300254,1,0,7.0,369,41,1,1
2026-02-17T00:21:22+00:00,775,6.654153,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,0.117538,0.012734,0,0,0.0,622,321,1,0
2026-02-17T00:23:14+00:00,11386,9.340228,card,0,rupay,credit,axis,consumer,0,1,0,0,0,0,2.058021,0.261825,0,0,0.0,84,58,1,0
2026-02-17T00:24:53+00:00,12795,9.456888,upi,0,unknown,unknown,unknown,unknown,0,1,0,1,0,0,1.864283,0.13391,0,0,2.2,977,277,1,0
2026-02-17T00:27:41+00:00,751,6.622736,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,0.192286,0.044924,1,0,7.0,673,16,1,0
2026-02-17T00:30:02+00:00,35375,10.473789,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,4.975638,0.586009,1,0,7.0,1114,69,1,1
2026-02-17T00:33:29+00:00,10624,9.270965,upi,0,unknown,unknown,unknown,unknown,0,1,0,0,0,0,1.020977,0.084345,0,0,0.0,416,52,1,0
