amount_paise,amount_log1p,payment_method,is_international,card_network,card_type,issuer,card_sub_type,payment_hour_utc,payment_day_of_week,outcome
920,6.82546,card,0,mastercard,credit,rbl,consumer,23,4,0
2230,7.710205,netbanking,0,unknown,unknown,unknown,unknown,18,0,0
5676,8.644178,card,0,mastercard,debit,sbi,consumer,18,0,0
2846,7.954021,wallet,0,unknown,unknown,unknown,unknown,22,2,0
2580,7.855932,card,0,mastercard,credit,indusind,consumer,13,4,0
1541,7.340836,upi,0,unknown,unknown,unknown,unknown,8,4,0
31046,10.343257,wallet,0,unknown,unknown,unknown,unknown,3,6,0
24019,10.086642,upi,0,unknown,unknown,unknown,unknown,21,3,1
2492,7.821242,pay_later,0,unknown,unknown,unknown,unknown,15,6,0
1399,7.244228,upi,0,unknown,unknown,unknown,unknown,21,0,0
2197,7.695303,card,0,rupay,credit,hdfc,consumer,2,2,0
2472,7.813187,card,0,mastercard,debit,sbi,consumer,19,0,0
5298,8.575273,upi,0,unknown,unknown,unknown,unknown,13,0,0
4489,8.409608,card,0,rupay,debit,axis,consumer,3,5,0
5741,8.655563,upi,0,unknown,unknown,unknown,unknown,5,5,0
4369,8.382518,netbanking,0,unknown,unknown,unknown,unknown,1,4,0
20235,9.915218,card,0,visa,credit,sbi,consumer,5,0,0
3565,8.1792,card,0,amex,credit,rbl,consumer,17,4,0
4373,8.383433,card,0,mastercard,debit,kotak_mahindra,consumer,12,2,0
11560,9.355393,netbanking,0,unknown,unknown,unknown,unknown,12,2,0
8089,8.998384,card,1,visa,prepaid,kotak_mahindra,consumer,16,4,1
8254,9.018574,upi,0,unknown,unknown,unknown,unknown,7,1,0
6763,8.81937,pay_later,0,unknown,unknown,unknown,unknown,19,0,0
6832,8.829519,emi,0,unknown,unknown,unknown,unknown,0,1,0
6574,8.79103,upi,0,unknown,unknown,unknown,unknown,23,5,0
3353,8.117909,upi,0,unknown,unknown,unknown,unknown,4,1,0
4901,8.497399,upi,0,unknown,unknown,unknown,unknown,15,6,0
1773,7.480992,netbanking,0,unknown,unknown,unknown,unknown,19,1,0
37420,10.529987,card,0,visa,credit,icici,consumer,3,1,0
2117,7.658228,upi,0,unknown,unknown,unknown,unknown,16,2,0
5767,8.660081,card,0,rupay,credit,indusind,consumer,13,0,0
3446,8.14526,netbanking,0,unknown,unknown,unknown,unknown,13,3,0
1602,7.379632,wallet,0,unknown,unknown,unknown,unknown,10,4,0
1514,7.323171,card,0,mastercard,credit,rbl,consumer,14,1,0
12758,9.453992,pay_later,0,unknown,unknown,unknown,unknown,19,3,0
4679,8.451053,card,0,visa,credit,rbl,consumer,0,1,0
5717,8.651374,upi,0,unknown,unknown,unknown,unknown,10,3,0
1606,7.382124,pay_later,0,unknown,unknown,unknown,unknown,17,5,0
12792,9.456653,card,0,visa,credit,rbl,consumer,13,6,0
6325,8.752423,upi,0,unknown,unknown,unknown,unknown,20,1,0
4198,8.342602,upi,0,unknown,unknown,unknown,unknown,12,1,0
4619,8.43815,card,0,rupay,debit,axis,consumer,12,6,0
588,6.378426,upi,0,unknown,unknown,unknown,unknown,4,0,0
10673,9.275566,card,0,visa,debit,icici,business,17,2,1
11827,9.378225,pay_later,0,unknown,unknown,unknown,unknown,7,3,0
1617,7.388946,upi,0,unknown,unknown,unknown,unknown,13,1,0
24528,10.107611,card,0,amex,debit,yes_bank,consumer,15,5,0
4668,8.4487,card,1,visa,debit,indusind,consumer,3,6,0
24876,10.121699,netbanking,0,unknown,unknown,unknown,unknown,7,6,0
1099,7.003065,upi,0,unknown,unknown,unknown,unknown,14,6,0
2691,7.89804,upi,0,unknown,unknown,unknown,unknown,14,6,0
13728,9.527266,upi,0,unknown,unknown,unknown,unknown,10,1,0
9848,9.195125,card,1,mastercard,credit,kotak_mahindra,consumer,4,0,0
3520,8.1665,card,0,amex,credit,yes_bank,consumer,2,0,0
384,5.953243,upi,0,unknown,unknown,unknown,unknown,8,4,0
7434,8.913954,netbanking,0,unknown,unknown,unknown,unknown,0,5,0
5380,8.59063,card,0,visa,debit,axis,consumer,13,5,0
24128,10.09117,netbanking,0,unknown,unknown,unknown,unknown,12,4,0
1216,7.104144,upi,0,unknown,unknown,unknown,unknown,16,2,0
7792,8.960981,netbanking,0,unknown,unknown,unknown,unknown,10,3,1
1842,7.51915,card,0,visa,debit,indusind,consumer,7,6,0
5140,8.545003,card,0,amex,debit,yes_bank,consumer,1,6,0
1662,7.416378,card,0,mastercard,debit,hdfc,consumer,5,3,0
9720,9.182044,netbanking,0,unknown,unknown,unknown,unknown,17,5,0
2078,7.639642,wallet,0,unknown,unknown,unknown,unknown,21,1,0
1505,7.317212,upi,0,unknown,unknown,unknown,unknown,14,1,0
2989,8.003029,netbanking,0,unknown,unknown,unknown,unknown,6,3,0
1777,7.483244,card,0,amex,debit,kotak_mahindra,consumer,10,0,0
3086,8.034955,card,0,mastercard,credit,hdfc,consumer,13,2,0
1316,7.183112,upi,0,unknown,unknown,unknown,unknown,9,0,0
24207,10.094438,pay_later,0,unknown,unknown,unknown,unknown,19,1,1
5114,8.539933,netbanking,0,unknown,unknown,unknown,unknown,21,1,0
3308,8.104401,card,0,visa,debit,rbl,consumer,19,2,0
25017,10.127351,pay_later,0,unknown,unknown,unknown,unknown,1,1,1
4060,8.309185,pay_later,0,unknown,unknown,unknown,unknown,7,6,0
2434,7.797702,card,0,rupay,debit,icici,consumer,15,5,0
4423,8.3948,upi,0,unknown,unknown,unknown,unknown,0,4,0
4122,8.324336,upi,0,unknown,unknown,unknown,unknown,15,3,0
86873,11.372214,upi,0,unknown,unknown,unknown,unknown,9,1,1
13505,9.510889,card,0,visa,debit,hdfc,consumer,18,3,0
872,6.771936,upi,0,unknown,unknown,unknown,unknown,2,2,0
2647,7.88156,wallet,0,unknown,unknown,unknown,unknown,1,2,0
14729,9.597642,emi,0,unknown,unknown,unknown,unknown,22,6,0
19187,9.86204,card,0,rupay,credit,rbl,business,14,4,0
12070,9.398561,upi,0,unknown,unknown,unknown,unknown,14,6,0
1349,7.20786,upi,0,unknown,unknown,unknown,unknown,2,0,0
948,6.855409,upi,0,unknown,unknown,unknown,unknown,3,0,0
7138,8.873328,pay_later,0,unknown,unknown,unknown,unknown,16,3,0
42523,10.657824,card,0,visa,credit,sbi,consumer,0,5,0
2982,8.000685,upi,0,unknown,unknown,unknown,unknown,19,2,0
10178,9.228082,card,0,mastercard,credit,icici,consumer,13,1,0
29676,10.298128,card,0,rupay,credit,hdfc,consumer,13,6,0
3856,8.257645,card,0,visa,credit,hdfc,consumer,14,5,0
5612,8.632841,card,0,mastercard,prepaid,yes_bank,consumer,3,0,0
11060,9.311181,upi,0,unknown,unknown,unknown,unknown,10,6,0
2191,7.69257,wallet,0,unknown,unknown,unknown,unknown,19,4,0
2798,7.937017,netbanking,0,unknown,unknown,unknown,unknown,18,6,0
2638,7.878155,upi,0,unknown,unknown,unknown,unknown,14,5,0
1594,7.374629,wallet,0,unknown,unknown,unknown,unknown,6,1,0
2695,7.899524,upi,0,unknown,unknown,unknown,unknown,22,2,0
2707,7.903966,card,0,visa,credit,hdfc,consumer,1,1,0
2069,7.635304,upi,0,unknown,unknown,unknown,unknown,1,2,0
1932,7.566828,card,0,rupay,credit,hdfc,consumer,16,1,0
1488,7.30586,pay_later,0,unknown,unknown,unknown,unknown,11,3,0
4230,8.350194,card,0,visa,debit,rbl,consumer,16,1,0
601,6.400257,upi,0,unknown,unknown,unknown,unknown,3,3,0
4281,8.362175,netbanking,0,unknown,unknown,unknown,unknown,21,2,0
3510,8.163656,card,0,visa,credit,icici,consumer,19,4,0
3124,8.04719,card,0,rupay,debit,hdfc,business,2,5,0
1043,6.950815,card,0,rupay,credit,sbi,business,23,2,0
8218,9.014204,card,0,mastercard,debit,indusind,business,7,6,0
1877,7.537963,netbanking,0,unknown,unknown,unknown,unknown,1,5,0
5518,8.615952,upi,0,unknown,unknown,unknown,unknown,1,1,0
7893,8.973858,card,0,visa,debit,yes_bank,consumer,7,2,0
1522,7.328437,upi,0,unknown,unknown,unknown,unknown,20,6,0
1552,7.347944,upi,0,unknown,unknown,unknown,unknown,21,6,0
620,6.431331,card,0,visa,debit,indusind,consumer,19,5,0
1419,7.258412,upi,0,unknown,unknown,unknown,unknown,15,2,0
8044,8.992806,card,0,visa,credit,kotak_mahindra,consumer,2,4,0
1044,6.951772,upi,0,unknown,unknown,unknown,unknown,18,1,0
2776,7.929126,upi,0,unknown,unknown,unknown,unknown,0,2,0
8639,9.064158,card,0,rupay,credit,hdfc,consumer,22,2,0
1714,7.447168,card,0,visa,credit,indusind,consumer,11,2,0
1534,7.336286,upi,0,unknown,unknown,unknown,unknown,22,3,0
3440,8.143517,upi,0,unknown,unknown,unknown,unknown,9,6,0
3865,8.259976,pay_later,0,unknown,unknown,unknown,unknown,11,3,0
1904,7.552237,card,0,mastercard,credit,hdfc,consumer,19,5,0
40054,10.598009,card,0,mastercard,credit,hdfc,consumer,19,5,0
6021,8.703175,upi,0,unknown,unknown,unknown,unknown,15,2,0
330,5.802118,netbanking,0,unknown,unknown,unknown,unknown,7,0,0
12255,9.413771,card,0,visa,debit,yes_bank,consumer,0,5,1
8811,9.08387,netbanking,0,unknown,unknown,unknown,unknown,9,3,0
5799,8.665613,upi,0,unknown,unknown,unknown,unknown,23,2,0
852,6.74876,card,0,mastercard,debit,hdfc,consumer,23,3,0
48422,10.78773,upi,0,unknown,unknown,unknown,unknown,11,1,0
4371,8.382976,pay_later,0,unknown,unknown,unknown,unknown,11,3,0
456,6.124683,upi,0,unknown,unknown,unknown,unknown,9,1,0
5392,8.592857,card,0,rupay,credit,axis,consumer,14,2,0
3314,8.106213,card,0,rupay,debit,sbi,consumer,22,0,0
2356,7.765145,upi,0,unknown,unknown,unknown,unknown,14,2,0
1921,7.561122,upi,0,unknown,unknown,unknown,unknown,11,3,0
1881,7.54009,netbanking,0,unknown,unknown,unknown,unknown,17,2,0
14332,9.57032,upi,0,unknown,unknown,unknown,unknown,13,6,0
538,6.289716,card,0,visa,debit,yes_bank,consumer,14,1,0
3917,8.273337,netbanking,0,unknown,unknown,unknown,unknown,4,1,1
582,6.368187,wallet,0,unknown,unknown,unknown,unknown,15,2,0
1201,7.091742,upi,0,unknown,unknown,unknown,unknown,16,3,0
1695,7.436028,upi,0,unknown,unknown,unknown,unknown,17,3,0
23193,10.051649,wallet,0,unknown,unknown,unknown,unknown,22,2,0
6874,8.835647,card,0,rupay,debit,indusind,consumer,7,4,0
1181,7.074963,upi,0,unknown,unknown,unknown,unknown,2,2,0
2998,8.006034,upi,0,unknown,unknown,unknown,unknown,3,5,0
12679,9.447781,upi,0,unknown,unknown,unknown,unknown,1,2,0
15991,9.679844,netbanking,0,unknown,unknown,unknown,unknown,4,1,0
1708,7.443664,upi,0,unknown,unknown,unknown,unknown,8,4,0
7972,8.983816,card,0,mastercard,prepaid,icici,business,2,4,0
3856,8.257645,upi,0,unknown,unknown,unknown,unknown,22,2,0
749,6.620073,upi,0,unknown,unknown,unknown,unknown,23,1,0
6642,8.801319,pay_later,0,unknown,unknown,unknown,unknown,17,2,0
1149,7.047517,netbanking,0,unknown,unknown,unknown,unknown,6,3,0
12468,9.431001,upi,0,unknown,unknown,unknown,unknown,16,5,0
4181,8.338545,card,0,mastercard,credit,axis,consumer,8,0,0
9840,9.194313,card,1,visa,debit,indusind,consumer,3,6,1
216,5.379897,wallet,0,unknown,unknown,unknown,unknown,17,0,0
2318,7.748891,upi,0,unknown,unknown,unknown,unknown,18,5,0
8890,9.092795,upi,0,unknown,unknown,unknown,unknown,19,2,0
504,6.224558,wallet,0,unknown,unknown,unknown,unknown,16,0,0
6096,8.715552,upi,0,unknown,unknown,unknown,unknown,4,1,0
2363,7.76811,card,1,rupay,credit,axis,consumer,23,4,0
9665,9.17637,emi,0,unknown,unknown,unknown,unknown,3,3,0
2624,7.872836,wallet,0,unknown,unknown,unknown,unknown,19,6,0
24341,10.099959,upi,0,unknown,unknown,unknown,unknown,12,6,0
2973,7.997663,card,0,amex,credit,hdfc,consumer,4,5,0
1716,7.448334,card,0,mastercard,credit,rbl,consumer,12,6,0
16409,9.705646,upi,0,unknown,unknown,unknown,unknown,14,5,0
1820,7.507141,emi,0,unknown,unknown,unknown,unknown,20,5,0
1482,7.301822,card,0,visa,debit,axis,business,11,4,0
5087,8.53464,upi,0,unknown,unknown,unknown,unknown,13,3,0
3103,8.040447,wallet,0,unknown,unknown,unknown,unknown,6,4,0
3913,8.272315,card,0,mastercard,credit,yes_bank,consumer,11,5,0
6665,8.804775,card,0,rupay,debit,hdfc,business,7,5,0
797,6.682109,upi,0,unknown,unknown,unknown,unknown,13,2,0
11332,9.335474,pay_later,0,unknown,unknown,unknown,unknown,15,6,0
1786,7.488294,upi,0,unknown,unknown,unknown,unknown,17,2,0
555,6.320768,netbanking,0,unknown,unknown,unknown,unknown,23,4,0
579,6.363028,upi,0,unknown,unknown,unknown,unknown,6,3,0
33265,10.412291,netbanking,0,unknown,unknown,unknown,unknown,15,1,1
2132,7.665285,pay_later,0,unknown,unknown,unknown,unknown,7,5,0
1223,7.109879,netbanking,0,unknown,unknown,unknown,unknown,9,3,0
1980,7.591357,upi,0,unknown,unknown,unknown,unknown,15,2,0
2252,7.720018,card,0,mastercard,credit,hdfc,consumer,17,2,0
12046,9.396571,upi,0,unknown,unknown,unknown,unknown,12,2,0
1423,7.261225,card,0,mastercard,credit,hdfc,consumer,3,5,0
3064,8.027803,card,0,rupay,credit,kotak_mahindra,business,11,5,0
2023,7.612831,upi,0,unknown,unknown,unknown,unknown,10,3,0
2107,7.653495,upi,0,unknown,unknown,unknown,unknown,18,1,0
5063,8.529912,card,1,rupay,credit,kotak_mahindra,consumer,6,5,0
11165,9.320629,card,0,rupay,debit,yes_bank,business,4,4,0
9570,9.166493,card,0,rupay,debit,hdfc,consumer,15,2,0
883,6.784457,upi,0,unknown,unknown,unknown,unknown,21,4,0
6332,8.753529,upi,0,unknown,unknown,unknown,unknown,19,0,0
551,6.313548,pay_later,0,unknown,unknown,unknown,unknown,20,3,0
8020,8.989818,upi,0,unknown,unknown,unknown,unknown,7,6,0
10179,9.22818,card,0,visa,credit,yes_bank,consumer,14,1,0
1761,7.474205,upi,0,unknown,unknown,unknown,unknown,4,0,0
17000,9.741027,card,0,visa,debit,rbl,consumer,5,0,0
3054,8.024535,upi,0,unknown,unknown,unknown,unknown,7,5,0
5829,8.670772,netbanking,0,unknown,unknown,unknown,unknown,5,3,0
1998,7.600402,upi,0,unknown,unknown,unknown,unknown,4,3,0
10671,9.275379,netbanking,0,unknown,unknown,unknown,unknown,5,1,0
5854,8.675051,upi,0,unknown,unknown,unknown,unknown,3,4,0
7343,8.901639,netbanking,0,unknown,unknown,unknown,unknown,18,0,0
2940,7.986505,upi,0,unknown,unknown,unknown,unknown,20,1,0
8104,9.000236,pay_later,0,unknown,unknown,unknown,unknown,0,1,1
1643,7.404888,card,1,visa,prepaid,kotak_mahindra,business,22,6,0
1490,7.307202,emi,0,unknown,unknown,unknown,unknown,21,4,0
3995,8.293049,card,0,rupay,credit,axis,consumer,19,6,0
943,6.850126,upi,0,unknown,unknown,unknown,unknown,6,6,0
1129,7.029973,upi,0,unknown,unknown,unknown,unknown,8,4,0
1314,7.181592,card,1,mastercard,debit,icici,consumer,1,0,0
376,5.932245,emi,0,unknown,unknown,unknown,unknown,9,5,0
5079,8.533067,upi,0,unknown,unknown,unknown,unknown,20,4,0
37199,10.524064,card,0,visa,debit,icici,business,21,1,0
528,6.270988,netbanking,1,unknown,unknown,unknown,unknown,11,1,0
1630,7.396949,upi,0,unknown,unknown,unknown,unknown,0,1,0
1724,7.452982,card,0,mastercard,debit,yes_bank,consumer,4,6,0
2732,7.913155,wallet,0,unknown,unknown,unknown,unknown,0,2,0
2433,7.797291,card,0,mastercard,credit,indusind,consumer,8,5,0
2416,7.790282,card,0,visa,credit,rbl,consumer,18,2,0
3510,8.163656,card,1,rupay,credit,rbl,consumer,13,0,0
4679,8.451053,card,0,visa,debit,rbl,consumer,19,2,0
4926,8.502486,emi,0,unknown,unknown,unknown,unknown,17,5,0
6670,8.805525,wallet,0,unknown,unknown,unknown,unknown,8,6,0
2462,7.809135,card,0,visa,credit,axis,consumer,11,5,0
674,6.514713,upi,0,unknown,unknown,unknown,unknown,14,6,0
18938,9.848979,upi,1,unknown,unknown,unknown,unknown,11,4,0
9675,9.177404,wallet,0,unknown,unknown,unknown,unknown,8,0,1
941,6.848005,card,0,mastercard,credit,axis,business,12,3,0
548,6.308098,upi,0,unknown,unknown,unknown,unknown,10,2,0
2912,7.976939,netbanking,0,unknown,unknown,unknown,unknown,20,0,0
640,6.463029,upi,0,unknown,unknown,unknown,unknown,5,5,0
3544,8.173293,card,0,mastercard,debit,axis,consumer,10,2,0
9220,9.129239,wallet,0,unknown,unknown,unknown,unknown,5,4,1
13087,9.479451,upi,0,unknown,unknown,unknown,unknown,18,0,0
21407,9.97152,upi,0,unknown,unknown,unknown,unknown,21,6,0
6666,8.804925,upi,0,unknown,unknown,unknown,unknown,6,1,0
3549,8.174703,card,0,mastercard,debit,rbl,consumer,20,6,0
4085,8.315322,upi,0,unknown,unknown,unknown,unknown,3,5,0
15036,9.618269,upi,0,unknown,unknown,unknown,unknown,9,1,0
8135,9.004054,upi,0,unknown,unknown,unknown,unknown,19,6,0
5981,8.69651,card,0,mastercard,credit,hdfc,consumer,5,0,0
11551,9.354614,card,0,rupay,credit,rbl,consumer,17,5,0
5119,8.54091,card,0,visa,credit,sbi,consumer,14,4,0
7971,8.983691,netbanking,0,unknown,unknown,unknown,unknown,21,5,0
10107,9.221082,netbanking,0,unknown,unknown,unknown,unknown,12,3,0
7340,8.90123,pay_later,0,unknown,unknown,unknown,unknown,0,0,1
10455,9.254931,pay_later,0,unknown,unknown,unknown,unknown,14,3,0
4405,8.390723,upi,0,unknown,unknown,unknown,unknown,20,0,0
4743,8.464636,card,1,amex,debit,sbi,consumer,6,0,0
8326,9.027259,upi,0,unknown,unknown,unknown,unknown,13,3,0
2148,7.672758,wallet,0,unknown,unknown,unknown,unknown,19,3,0
2745,7.917901,pay_later,0,unknown,unknown,unknown,unknown,4,1,0
18955,9.849876,card,0,mastercard,credit,kotak_mahindra,consumer,12,5,0
2269,7.727535,pay_later,0,unknown,unknown,unknown,unknown,2,2,0
3511,8.163941,pay_later,0,unknown,unknown,unknown,unknown,21,4,0
1872,7.535297,upi,0,unknown,unknown,unknown,unknown,12,1,0
4862,8.489411,card,0,rupay,credit,axis,consumer,22,0,0
7270,8.891649,card,0,amex,credit,hdfc,consumer,18,5,0
2095,7.647786,card,0,mastercard,debit,hdfc,consumer,3,3,0
9984,9.208839,card,0,visa,debit,hdfc,consumer,18,5,0
168,5.129899,card,0,amex,debit,sbi,consumer,17,1,0
4532,8.419139,card,0,visa,debit,sbi,business,4,4,0
11233,9.3267,upi,0,unknown,unknown,unknown,unknown,1,3,0
10667,9.275004,wallet,0,unknown,unknown,unknown,unknown,11,2,0
1931,7.566311,upi,0,unknown,unknown,unknown,unknown,19,2,0
3763,8.233238,netbanking,0,unknown,unknown,unknown,unknown,9,3,0
652,6.481577,upi,0,unknown,unknown,unknown,unknown,6,5,0
2461,7.808729,upi,0,unknown,unknown,unknown,unknown,16,2,0
1777,7.483244,card,0,rupay,debit,indusind,consumer,3,4,0
584,6.371612,netbanking,0,unknown,unknown,unknown,unknown,16,0,0
3728,8.223895,pay_later,0,unknown,unknown,unknown,unknown,7,6,0
1643,7.404888,upi,0,unknown,unknown,unknown,unknown,8,5,0
6444,8.77106,card,0,rupay,credit,icici,consumer,16,4,0
2377,7.774015,netbanking,0,unknown,unknown,unknown,unknown,20,6,0
4282,8.362409,card,0,rupay,debit,indusind,consumer,6,2,0
6627,8.799058,card,0,visa,credit,rbl,consumer,3,6,0
9187,9.125654,pay_later,0,unknown,unknown,unknown,unknown,15,6,0
8764,9.078522,card,0,visa,credit,indusind,consumer,14,5,0
1822,7.508239,upi,0,unknown,unknown,unknown,unknown,11,1,0
1273,7.149917,card,0,rupay,debit,icici,consumer,11,5,0
824,6.715383,netbanking,0,unknown,unknown,unknown,unknown,6,3,0
1559,7.352441,upi,0,unknown,unknown,unknown,unknown,19,5,0
3709,8.218787,netbanking,0,unknown,unknown,unknown,unknown,6,1,0
4029,8.301522,upi,0,unknown,unknown,unknown,unknown,0,1,0
3929,8.276395,netbanking,0,unknown,unknown,unknown,unknown,8,4,0
843,6.738152,card,0,visa,debit,yes_bank,consumer,6,4,0
2731,7.912789,upi,0,unknown,unknown,unknown,unknown,0,3,0
9663,9.176163,card,1,visa,credit,icici,consumer,22,2,0
62796,11.047663,upi,0,unknown,unknown,unknown,unknown,10,3,0
3331,8.111328,netbanking,0,unknown,unknown,unknown,unknown,9,5,0
3986,8.290794,netbanking,0,unknown,unknown,unknown,unknown,14,5,0
914,6.818924,netbanking,0,unknown,unknown,unknown,unknown,10,6,0
5294,8.574518,netbanking,0,unknown,unknown,unknown,unknown,19,4,0
9077,9.113609,upi,0,unknown,unknown,unknown,unknown,0,1,0
1511,7.321189,card,0,mastercard,credit,rbl,consumer,23,3,0
4888,8.494743,upi,0,unknown,unknown,unknown,unknown,15,4,0
17420,9.765432,card,0,mastercard,debit,indusind,business,6,0,1
2969,7.996317,upi,0,unknown,unknown,unknown,unknown,4,0,0
7627,8.939581,upi,0,unknown,unknown,unknown,unknown,6,4,0
2529,7.835975,upi,0,unknown,unknown,unknown,unknown,5,1,0
4532,8.419139,upi,0,unknown,unknown,unknown,unknown,12,4,0
3555,8.176392,pay_later,0,unknown,unknown,unknown,unknown,20,6,0
1919,7.56008,card,0,visa,credit,rbl,consumer,4,3,0
544,6.300786,card,0,visa,debit,yes_bank,consumer,9,6,0
12427,9.427707,netbanking,0,unknown,unknown,unknown,unknown,15,3,0
1875,7.536897,card,0,mastercard,debit,axis,consumer,5,0,0
2297,7.739794,netbanking,0,unknown,unknown,unknown,unknown,13,1,0
9288,9.136586,upi,0,unknown,unknown,unknown,unknown,6,4,0
12425,9.427546,upi,0,unknown,unknown,unknown,unknown,21,3,0
2822,7.945555,card,0,amex,debit,indusind,consumer,3,5,0
499,6.214608,emi,0,unknown,unknown,unknown,unknown,8,4,0
3919,8.273847,upi,0,unknown,unknown,unknown,unknown,19,0,0
17089,9.746249,netbanking,0,unknown,unknown,unknown,unknown,17,1,0
38429,10.556594,upi,0,unknown,unknown,unknown,unknown,17,3,0
1527,7.331715,upi,0,unknown,unknown,unknown,unknown,23,4,0
7268,8.891374,upi,0,unknown,unknown,unknown,unknown,11,4,0
4927,8.502689,card,1,rupay,debit,kotak_mahindra,consumer,14,2,0
1883,7.541152,card,0,rupay,credit,kotak_mahindra,consumer,22,2,0
4411,8.392083,card,0,mastercard,credit,sbi,consumer,11,1,0
1429,7.26543,upi,0,unknown,unknown,unknown,unknown,8,4,0
7240,8.887515,upi,0,unknown,unknown,unknown,unknown,7,2,0
3515,8.165079,upi,0,unknown,unknown,unknown,unknown,23,6,0
1837,7.516433,upi,0,unknown,unknown,unknown,unknown,3,4,0
5766,8.659907,netbanking,0,unknown,unknown,unknown,unknown,4,1,1
7694,8.948326,netbanking,0,unknown,unknown,unknown,unknown,9,2,0
538,6.289716,card,0,rupay,debit,icici,business,20,1,0
10633,9.271812,card,0,visa,debit,sbi,consumer,14,1,0
3817,8.247482,upi,0,unknown,unknown,unknown,unknown,4,5,0
724,6.586172,card,0,visa,credit,axis,consumer,19,4,0
2652,7.883446,card,0,rupay,debit,indusind,business,8,5,0
3477,8.154213,upi,0,unknown,unknown,unknown,unknown,7,2,0
1325,7.189922,wallet,0,unknown,unknown,unknown,unknown,23,6,0
17717,9.782336,card,1,visa,credit,rbl,consumer,6,1,1
29105,10.2787,wallet,0,unknown,unknown,unknown,unknown,14,5,0
3892,8.266935,upi,0,unknown,unknown,unknown,unknown,6,5,0
2367,7.769801,card,0,rupay,debit,sbi,consumer,22,2,0
1761,7.474205,upi,0,unknown,unknown,unknown,unknown,6,1,0
49967,10.819138,upi,0,unknown,unknown,unknown,unknown,5,1,0
825,6.716595,upi,0,unknown,unknown,unknown,unknown,17,0,0
478,6.171701,card,0,rupay,credit,rbl,consumer,5,4,0
1717,7.448916,card,0,amex,debit,hdfc,consumer,3,5,0
4361,8.380686,pay_later,0,unknown,unknown,unknown,unknown,21,6,0
780,6.660575,emi,0,unknown,unknown,unknown,unknown,8,6,0
5082,8.533657,wallet,0,unknown,unknown,unknown,unknown,2,4,0
6476,8.776013,card,0,rupay,debit,yes_bank,consumer,14,1,0
3242,8.084254,wallet,0,unknown,unknown,unknown,unknown,15,4,0
500,6.216606,upi,0,unknown,unknown,unknown,unknown,23,1,0
6931,8.843904,upi,0,unknown,unknown,unknown,unknown,11,4,0
1737,7.46049,pay_later,0,unknown,unknown,unknown,unknown,21,1,0
11875,9.382275,upi,0,unknown,unknown,unknown,unknown,1,4,0
26671,10.19137,upi,0,unknown,unknown,unknown,unknown,10,2,0
5014,8.520189,wallet,0,unknown,unknown,unknown,unknown,19,2,0
13141,9.483568,netbanking,0,unknown,unknown,unknown,unknown,1,4,1
1413,7.254178,wallet,0,unknown,unknown,unknown,unknown,6,4,0
9916,9.202006,upi,0,unknown,unknown,unknown,unknown,16,4,0
20823,9.943861,card,0,rupay,prepaid,axis,consumer,14,3,1
3129,8.048788,emi,0,unknown,unknown,unknown,unknown,17,5,0
6028,8.704336,netbanking,0,unknown,unknown,unknown,unknown,22,2,0
2945,7.988204,upi,0,unknown,unknown,unknown,unknown,15,6,0
889,6.791221,upi,0,unknown,unknown,unknown,unknown,9,4,0
2437,7.798933,card,0,mastercard,credit,icici,consumer,15,6,0
8376,9.033245,wallet,0,unknown,unknown,unknown,unknown,19,4,0
6035,8.705497,netbanking,0,unknown,unknown,unknown,unknown,13,6,0
3801,8.243283,upi,0,unknown,unknown,unknown,unknown,4,6,0
3615,8.193124,card,0,mastercard,debit,yes_bank,consumer,10,5,0
6258,8.741776,card,0,visa,credit,sbi,consumer,3,5,1
203,5.31812,pay_later,0,unknown,unknown,unknown,unknown,5,1,0
2283,7.733684,upi,0,unknown,unknown,unknown,unknown,21,3,0
3058,8.025843,upi,0,unknown,unknown,unknown,unknown,10,0,0
7352,8.902864,card,0,visa,credit,rbl,consumer,0,5,0
7879,8.972083,netbanking,0,unknown,unknown,unknown,unknown,17,5,0
6571,8.790573,upi,0,unknown,unknown,unknown,unknown,22,0,0
18152,9.806591,wallet,0,unknown,unknown,unknown,unknown,5,3,0
1360,7.215975,card,0,mastercard,debit,axis,consumer,2,2,0
4034,8.302762,card,0,mastercard,debit,yes_bank,consumer,5,1,0
3445,8.144969,card,0,visa,debit,kotak_mahindra,consumer,18,5,0
3312,8.105609,card,0,rupay,credit,yes_bank,consumer,21,4,0
15705,9.661798,pay_later,0,unknown,unknown,unknown,unknown,4,3,0
7181,8.879333,card,0,visa,debit,sbi,consumer,14,0,0
4694,8.454253,card,0,visa,credit,sbi,consumer,2,1,0
17307,9.758924,netbanking,0,unknown,unknown,unknown,unknown,6,0,0
3384,8.127109,pay_later,0,unknown,unknown,unknown,unknown,6,5,0
833,6.726233,card,0,mastercard,credit,axis,consumer,22,2,0
1696,7.436617,upi,0,unknown,unknown,unknown,unknown,22,4,0
2589,7.859413,card,0,visa,debit,kotak_mahindra,consumer,16,3,0
1835,7.515345,upi,0,unknown,unknown,unknown,unknown,2,3,0
2368,7.770223,pay_later,0,unknown,unknown,unknown,unknown,22,3,0
3105,8.041091,wallet,0,unknown,unknown,unknown,unknown,3,5,0
3511,8.163941,card,0,mastercard,debit,kotak_mahindra,consumer,23,2,0
1320,7.186144,emi,0,unknown,unknown,unknown,unknown,18,2,0
